lon,lat,year,month,pCO2,Chl,Temp,Salt,pressure,windspeed
182.625,53.875,1997,9,310.9878273,0.784556627,9.376333237,33.03649682,100782.4766,3.962291956
141.875,42.375,1997,9,318.2789958,0.524873674,21.69133377,33.55144052,101348.1719,0.606920898
191.125,54.375,1997,9,287.1571876,1.335819602,9.578000069,32.40486848,100447.8828,4.273795605
164.875,35.375,1997,9,335.3808954,0.090496644,25.41966629,34.47474593,101718.6016,1.622296095
223.625,49.375,1997,9,318.2458551,0.372224957,16.50666618,32.33307207,100992.5469,3.002416372
165.125,40.875,1997,9,305.6924638,0.140210286,20.68266678,33.90026689,101726.5781,0.655759215
148.375,39.125,1997,9,315.1712364,0.134701654,24.11733246,33.93394536,101348.7734,0.980082929
215.125,49.375,1997,9,318.2412037,0.291362613,14.57966614,32.36841995,100942.5156,4.490260124
164.875,36.125,1997,9,341.3030457,0.102134667,25.44933319,34.40846556,101724.0625,1.524119854
215.125,49.125,1997,9,310.8925095,0.299971879,14.75999928,32.37010759,100963.9219,4.483291149
161.875,46.875,1997,9,319.0040226,0.591508985,15.69433308,32.8843233,101518.9688,1.756858945
164.875,18.625,1997,9,344.3487084,0.029374026,29.78433228,34.99148828,100961.1953,5.700772285
165.125,43.375,1997,9,330.4046191,0.879592121,15.62899971,33.2260201,101683.2656,1.384803534
233.125,21.625,1997,9,356.7409338,0.044395696,24.06099892,35.05152917,101126.4688,5.093652725
165.125,36.375,1997,9,334.1444782,0.101253636,24.83866692,34.3941499,101730.8906,1.522912264
158.625,45.875,1997,9,312.0745413,0.908977687,15.29399967,32.89870489,101545.5156,1.076634288
149.625,39.625,1997,9,309.3090177,0.201943249,22.87366676,33.89327466,101376.1406,1.247689843
233.125,43.875,1997,9,314.0567968,0.73167479,16.34866714,32.3458935,101401.2109,3.204950333
147.875,43.875,1997,9,304.2807968,1.702331185,13.49100018,32.99948996,101458.8828,1.174578667
175.625,49.875,1997,9,328.0810709,0.926634133,10.59200001,32.86285508,101225.5469,3.481255293
153.375,46.625,1997,9,319.805567,1.580626369,12.64333344,32.86072272,101487.0156,1.785260916
156.875,45.125,1997,9,293.420467,0.442823648,16.57799911,32.9399842,101549.8281,0.517010272
161.375,43.875,1997,9,301.8207326,0.549035311,16.75300026,33.26451337,101617.1172,0.849467754
202.625,54.125,1997,9,324.9110866,0.884369552,11.96299934,32.30244368,100274.8438,4.430012703
171.125,52.875,1997,9,307.8648763,0.892873824,9.329999924,32.85178715,101103.5859,3.019812584
234.375,41.375,1997,9,355.9957641,0.460610598,15.97166634,32.65374082,101437.2578,4.302416801
146.875,38.375,1997,9,314.8533227,0.127441853,24.58599854,33.83114672,101318.7344,1.038636923
164.875,31.625,1997,9,360.1265349,0.045137323,27.70199966,34.84791821,101660.7656,3.131449223
236.375,37.125,1997,9,321.568788,0.932553411,16.6906662,33.37697381,101343.9688,6.565773964
175.375,49.875,1997,9,325.0520286,0.727090359,10.63066673,32.85134685,101230.1406,3.464847803
164.875,25.625,1997,9,347.1938361,0.034370579,29.65333176,35.37276703,101358,6.418725967
165.125,38.625,1997,9,325.0300857,0.100856781,24.93533325,34.30891436,101726.4688,1.349570036
164.875,27.625,1997,9,356.5713568,0.0346702,29.14866638,35.27529579,101475.5469,5.579859257
231.375,20.125,1997,9,358.6156433,0.049045775,24.58866692,34.85010684,101148.4297,5.91645813
162.875,50.625,1997,9,343.0725925,0.425925344,11.86166668,32.78432363,101259.9063,3.438845158
167.625,51.875,1997,9,334.3301051,0.441671431,10.52699947,32.78038025,101176.5,2.993332863
179.875,53.625,1997,9,311.434657,0.819597542,9.217666626,33.20210689,100884.0156,3.883624792
233.625,44.125,1997,9,310.8369915,0.674403131,15.08766651,32.32506073,101381.9844,3.009859085
144.875,42.375,1997,9,301.0993275,0.545012057,19.13066673,33.07918483,101384.9297,1.195198059
164.625,51.125,1997,9,324.9003645,0.418532938,11.22633362,32.75654596,101224.625,3.235157251
235.375,44.125,1997,9,308.5294756,5.275742531,12.71166611,32.38636565,101369.9688,1.73774004
198.375,54.125,1997,9,297.8161329,1.243775487,10.77366638,32.12465703,100295.2734,4.812888622
232.875,21.625,1997,9,356.6220786,0.04386849,23.86599922,35.04738772,101135.6484,5.264075756
200.875,54.125,1997,9,290.1857691,1.192469716,11.18933296,32.24813217,100270.4766,4.488754272
164.875,28.125,1997,9,355.6709987,0.036821913,29.04100037,35.24492151,101505.0391,5.331676006
165.125,45.375,1997,9,312.0960579,0.564512491,14.00833321,33.15800858,101580.9609,2.052937984
236.625,19.875,1997,9,361.7184573,0.057733785,25.76633263,34.7007153,101018.2188,3.77214241
164.875,17.875,1997,9,344.9437932,0.027798915,29.70399857,34.92086726,100931.4219,5.01584053
236.625,27.375,1997,9,402.1168917,0.057402279,22.39866638,34.05575311,101280.7188,5.694326401
160.625,50.125,1997,9,342.298697,0.523978651,11.91566658,32.74203509,101307.2656,3.901900768
239.375,33.875,1997,10,346.2241919,0.683305681,18.00806427,33.59728646,101453.8594,7.108819008
208.125,53.875,1997,10,304.2345497,0.3742356,10.24354839,32.56291872,100533.4141,2.759591103
157.625,47.125,1997,10,351.1361781,0.863355458,10.67903233,32.86948323,101268.2031,3.83698082
230.125,46.375,1997,10,326.9111046,0.24100624,16.66806412,32.53548646,101429.1719,5.228394985
235.375,46.125,1997,10,319.0727479,1.475952268,14.61580658,32.25643969,101518.8594,3.265786648
158.875,47.875,1997,10,320.0565232,0.971184909,9.636774063,32.85134089,101232.5938,3.47227478
150.125,42.875,1997,10,305.6626991,0.514793932,14.41709614,33.0379287,101369.75,3.407844305
165.125,50.375,1997,10,366.4077065,0.603760719,8.802257538,32.8551476,101202.0625,2.578475237
232.875,41.375,1997,10,319.6072794,0.387253404,16.66806412,32.38684779,101839.1484,4.762591839
232.625,42.625,1997,10,318.093801,0.187864095,17.95096779,32.32317549,101781.6875,4.220050335
211.125,47.875,1997,10,317.1961876,0.261043251,13.08838654,32.46967465,100992.9844,5.656388283
225.875,46.875,1997,10,320.1123394,0.299954385,16.16935349,32.43950093,101344.2969,5.428792477
218.125,47.375,1997,10,321.1277006,0.723123431,14.74290276,32.37046158,101228.9375,6.100135803
205.625,48.375,1997,10,329.7531475,0.395363957,11.26225758,32.39536786,100772.8672,4.034600258
206.875,17.125,1997,10,352.2104975,0.043866154,27.47451591,34.64057404,101358.2734,7.856566906
160.125,10.125,1997,10,349.9247408,0.032368638,29.70419312,34.03628683,101077.9688,3.625798702
180.875,49.875,1997,10,336.0178398,0.398490638,9.31387043,32.81142354,100947.1016,3.927436829
219.375,1.125,1997,10,359.0330739,0.166295916,24.63129044,35.02764356,100981.1875,3.121119022
230.375,45.625,1997,10,324.7602558,0.205152601,17.25548363,32.56759095,101518.4219,5.181357384
211.875,13.625,1997,10,348.1869262,0.080086134,27.79225731,33.88281947,101154.5469,7.745063782
161.625,11.625,1997,10,345.3551016,0.029865284,29.45645142,34.2361576,101111.5625,4.966234207
201.375,48.625,1997,10,331.3806135,0.283483714,10.39354801,32.4598124,100645.9297,1.961458445
145.625,4.875,1997,10,357.4872517,0.071225494,30.66903114,34.09160024,101136.0859,1.867441654
156.625,46.625,1997,10,325.1479137,1.052081585,11.5764513,32.88025993,101289.4531,4.077719212
218.125,52.625,1997,10,314.0153299,0.441638321,11.8129034,32.38015133,100602.8906,4.70919323
234.375,43.375,1997,10,310.9922005,0.473373979,16.52967644,32.5172869,101697.8984,3.067576408
222.875,51.875,1997,10,315.3753234,0.483722508,13.31096745,32.29729974,100722.9453,4.807603836
234.375,48.625,1997,10,324.7196083,1.346669793,12.73483849,31.60109937,101285.0859,2.453017712
183.875,53.875,1997,10,330.4003341,0.527030408,7.990644932,32.93420029,101089.6563,3.769236565
233.125,42.875,1997,10,324.7595385,0.228113875,17.56387138,32.3727693,101753.1719,3.955336094
178.125,53.625,1997,10,323.6873374,0.429148734,7.878709793,33.14595026,101180.9219,1.676390171
144.125,16.375,1997,10,338.6277377,0.035993878,29.97225761,35.03068352,101185.4609,4.406984329
148.625,41.625,1997,10,273.441135,1.582920551,14.25677395,33.11233974,101410.4375,3.12421751
148.625,1.375,1997,10,364.5132543,0.115942664,30.41838646,34.67877179,101156.1875,2.372832775
156.625,0.125,1997,10,362.4966548,0.142139792,29.53516006,35.32506633,101139.7422,4.534590721
235.125,1.625,1997,10,363.4842695,0.152628228,23.95419312,34.70992607,100984.8984,5.414237976
234.875,9.125,1997,10,351.4850621,0.070436403,27.48161316,33.64457917,100966.2188,1.472082138
214.125,11.875,1997,10,347.6041183,0.050999433,28.02709579,33.73482835,101076.2188,7.163446903
234.875,8.125,1997,10,345.8900788,0.067998998,27.48838615,34.08604431,100971.8984,0.21130541
168.125,51.375,1997,10,336.6546437,0.555158675,8.377096176,32.7741034,101212.9375,1.759351969
202.875,20.625,1997,10,343.6439624,0.064694606,27.88354874,34.97964638,101459.7578,4.352082253
163.875,9.625,1997,10,354.4726408,0.033717763,29.62838554,33.98856199,101072.3438,3.540642738
195.125,54.375,1997,10,318.0604658,0.599404633,8.577419281,32.16630834,100932.4609,4.674869537
143.625,18.875,1997,10,343.9496001,0.036057375,30.01451492,34.85308439,101287.2734,4.791641235
214.125,53.375,1997,10,321.734334,0.307652771,11.09967709,32.51660949,100508.1797,4.249663353
150.875,43.125,1997,10,301.252332,0.486824989,14.1870966,33.11681855,101374.9844,3.351185799
144.125,15.875,1997,10,340.462603,0.036726426,30.03096771,35.00644493,101180.7656,4.120388985
234.375,44.875,1997,10,319.7366612,0.615913749,15.44806385,32.26232457,101601.7734,3.559295416
230.125,45.375,1997,10,324.181244,0.213438705,17.33580589,32.58715361,101546.6016,5.114785671
214.875,11.625,1997,10,359.2153542,0.055588245,27.89193535,33.66908157,101067.9219,6.997488976
170.375,52.375,1997,10,354.5560293,0.861361861,7.462580681,32.84643525,101215.6719,0.954429805
229.125,50.375,1997,10,307.4226554,0.389691919,14.2658062,32.25088596,100990.1406,3.731487274
219.625,7.125,1997,10,341.6754687,0.097613744,27.95322609,34.19048935,100982.8203,1.573373795
165.125,5.875,1997,10,346.2318758,0.04664259,30.21193504,34.39687175,101056.1719,2.706587076
229.625,45.875,1997,10,321.0009835,0.203454226,17.06451607,32.57520813,101485.5391,5.242564678
180.125,53.625,1997,10,345.234444,0.369250357,7.865160942,33.12768698,101142.8594,2.581335068
151.375,43.375,1997,10,299.0096595,0.661089897,14.20612907,33.13789457,101373.0234,3.427821636
220.125,52.375,1997,10,313.1435094,0.382972389,12.43870926,32.35768294,100644.7266,4.936696053
207.875,48.125,1997,10,314.4352834,0.316781253,11.44483852,32.46229291,100862.4375,4.845604897
192.875,49.125,1997,10,313.779315,0.3745749,9.990644455,32.60539687,100547.3984,2.400346518
217.875,47.375,1997,10,317.280925,0.742587149,14.68806458,32.36973864,101224.7891,6.10390234
237.875,35.875,1997,10,338.7144821,2.138537884,16.04838753,33.46035188,101591.8281,7.058995247
218.875,8.625,1997,10,346.4546682,0.0596934,28.31225777,33.66964573,100992.4375,4.041669846
203.125,20.375,1997,10,343.4750656,0.065908901,27.72774124,34.95815998,101455.7188,4.149009705
235.125,1.125,1997,10,385.6913259,0.172374412,23.62290192,34.75540262,100986.8672,5.70857048
239.125,34.125,1997,10,351.2260709,0.607727706,18.01967621,33.58095098,101473.3047,7.225286484
199.875,48.625,1997,10,332.1248364,0.263733238,10.58193493,32.49912351,100614.0313,1.319616318
164.875,6.125,1997,10,345.4297044,0.052876148,30.1529026,34.3703602,101054.375,2.264425755
229.875,46.375,1997,10,325.0019001,0.224097267,16.68322563,32.54279858,101427.9688,5.241370201
182.375,49.875,1997,10,338.6433856,0.457931012,9.602257729,32.81337893,100861.6797,3.903858185
144.125,8.375,1997,10,346.680005,0.037307583,30.34516144,33.94792384,101116.6406,0.972408175
235.125,40.375,1997,10,338.8696313,0.589505494,14.16387081,32.82866806,101738.1016,4.573856831
228.625,46.625,1997,10,319.0257333,0.312757492,16.62580681,32.51930076,101390.8281,5.330183983
163.875,13.875,1997,10,346.3855845,0.023130046,29.21129036,34.57556587,101184.3672,6.774831772
153.875,0.125,1997,10,368.4236757,0.15538159,29.72645187,35.33890468,101151.5938,4.253888607
233.125,41.375,1997,10,320.728217,0.438933194,16.50032234,32.41890514,101827.5703,4.76648283
235.625,0.125,1997,10,391.6986875,0.21964556,22.79806328,34.85594451,100993.5313,6.173875332
166.125,50.625,1997,10,354.7572872,0.673990786,8.385806084,32.8461616,101213.0938,2.400587559
212.625,47.625,1997,10,309.3610099,0.309360474,13.60870934,32.43075603,101066.7188,5.857097626
226.125,51.125,1997,10,310.9834511,0.524327338,13.88548374,32.30466974,100869.3203,4.594158649
159.125,0.125,1997,10,362.2684737,0.164636001,29.11645126,35.35427892,101124.3438,4.352081299
234.125,40.375,1997,10,330.7989627,0.601125062,16.17483902,32.57439196,101799.2734,5.685367107
234.625,9.625,1997,10,361.2631955,0.07979624,27.46903229,33.4194237,100967.9688,2.065873623
168.875,51.875,1997,10,334.0827793,0.551302373,8.717096329,32.83722496,101209.9844,1.428897142
142.625,26.875,1997,10,332.2053364,0.054370828,28.62354851,34.84272528,101439.8281,0.344854236
205.875,17.625,1997,10,345.9091529,0.041863982,27.51419258,34.73798496,101379.1406,7.850803375
150.625,0.375,1997,10,362.0162768,0.144133151,29.82903099,35.06467748,101157.2734,2.603222847
234.875,40.875,1997,10,344.8090236,0.719134033,14.90451622,32.74888027,101743.7813,4.605179787
208.125,16.375,1997,10,352.9224094,0.039461397,27.37387085,34.49004257,101311.9609,7.97884655
188.125,49.375,1997,10,330.5964199,0.414356202,9.92870903,32.77281213,100586.2891,3.339587688
233.125,40.875,1997,10,327.1811244,0.425734282,16.46645164,32.38900888,101846.1406,5.154610634
218.125,9.375,1997,10,353.5610623,0.061900932,28.18838692,33.54176086,101006.5234,4.988023758
230.125,46.125,1997,10,319.0529308,0.238836259,16.87677383,32.55224395,101459.2109,5.235258102
165.125,3.875,1997,10,340.6527979,0.141083553,29.59806442,35.00703615,101079.2266,4.974433422
144.125,14.625,1997,10,345.8839006,0.031008273,30.09354782,34.83021706,101171.1563,4.053705215
184.375,49.625,1997,10,342.7245367,0.658587933,9.78064537,32.79689699,100744.8984,3.829699039
229.875,46.125,1997,10,314.9363665,0.224500328,16.89354897,32.55985802,101458.2266,5.240128994
208.625,15.875,1997,10,351.5868122,0.035443798,27.32386971,34.36915195,101283.6641,8.091753006
229.625,45.625,1997,10,321.6906269,0.183958471,17.19290352,32.59224492,101515.6875,5.207366943
202.875,48.375,1997,10,335.6183725,0.246281415,10.33354855,32.44290888,100694.6484,2.81140995
231.125,49.875,1997,10,304.3648856,0.463757396,14.14064503,32.1763877,101094.0313,3.104522467
179.875,53.625,1997,10,348.8377119,0.492937267,7.899354458,33.13865328,101154.3281,2.481375933
164.125,8.875,1997,10,353.442135,0.030759355,29.66322517,33.96046454,101063,2.670571804
165.125,6.125,1997,10,345.6910278,0.045790195,30.19677353,34.35507041,101053.3906,2.225304842
212.125,13.375,1997,10,349.149878,0.07666415,27.80903244,33.87389487,101141.3281,7.696235657
174.875,53.375,1997,10,335.106478,0.567164719,7.808386803,32.83712077,101201.5781,0.401034147
145.125,32.125,1997,11,315.3626973,0.086087093,23.72099876,34.76212639,101973.1875,1.025519848
205.125,5.625,1997,11,356.7313694,0.101595707,27.89333344,34.87873197,101033.8359,2.593375921
233.375,35.375,1997,11,337.8699445,0.159350365,17.29566574,33.01670861,101559.8203,2.992633104
238.375,34.125,1997,11,343.3971557,0.329993993,16.04533386,33.49336213,101530.4375,4.241530418
161.125,36.625,1997,11,298.0367667,0.158866003,19.55233383,34.55828339,102158.125,0.884809732
146.875,34.375,1997,11,311.5266821,0.202921122,23.26866531,34.60004997,101999.3984,0.775605083
171.375,37.375,1997,11,311.5850158,0.155311912,20.64799881,34.49272245,102231.6953,0.807179809
216.625,38.875,1997,11,330.5159481,0.139737859,18.78366661,33.47616386,101160.5547,6.742266655
157.125,36.125,1997,11,297.0083799,0.254036427,22.40999985,34.53709888,102110.6563,0.178082198
247.875,22.375,1997,11,376.6788074,0.105395749,25.64966583,34.42714304,101217.7969,4.176802635
151.875,35.875,1997,11,303.1583677,0.209026754,23.11833191,34.54319566,102063.6875,0.35765177
231.875,35.625,1997,11,344.4113665,0.156039923,17.87366676,32.97453678,101536.4453,3.216549158
192.375,39.125,1997,11,313.3861522,0.195860401,16.05633354,34.27073592,102232.5156,5.648920536
167.125,37.125,1997,11,299.8639893,0.17630592,21.65366554,34.54935378,102210.2813,0.835877836
167.875,37.125,1997,11,305.8957623,0.168245077,21.33499908,34.55559188,102212.4688,0.787421465
211.625,39.375,1997,11,321.6702673,0.123395279,18.89099884,33.67230594,101258.7578,7.846589565
152.375,38.875,1997,11,292.9515137,0.344041944,17.68099976,34.39817482,102052.6563,1.33704114
147.375,38.125,1997,11,290.6380712,0.454015642,18.65066528,34.05945957,101988.4766,1.380787015
165.625,36.875,1997,11,303.1246543,0.177605748,21.79633331,34.53999513,102196.1406,1.022337914
205.125,0.375,1997,11,350.8318657,0.181103602,25.50899887,35.23628151,101029.7969,1.658551216
141.125,34.875,1997,11,317.8488547,0.198664114,24.35466576,34.489223,101954.3438,1.478895664
151.375,35.875,1997,11,302.7562977,0.275482565,23.3876667,34.53339165,102057.6797,0.396486342
178.375,38.125,1997,11,309.8142567,0.239175454,18.74633217,34.36773765,102341.5938,1.031102896
205.125,3.125,1997,11,360.7378479,0.141945124,26.69733238,35.14431548,101026.8438,1.281026125
207.625,39.625,1997,11,316.7408369,0.183099538,18.68400002,33.71783161,101405.7969,7.958404541
218.625,38.625,1997,11,331.5749414,0.104284637,19.18099976,33.52262086,101141.1094,6.646201134
205.125,3.375,1997,11,363.3075154,0.14924708,26.79566574,35.15275311,101026.0781,1.379989505
213.875,39.375,1997,11,328.2399167,0.129532933,19.03499985,33.58346671,101180.2188,7.264211655
151.625,39.625,1997,11,289.3824263,0.486351848,17.90333366,34.29523987,102017.9141,1.72130847
162.125,36.625,1997,11,306.7599291,0.2001376,20.82266617,34.54960161,102165.6563,0.90539062
150.625,39.875,1997,11,310.6440262,0.348351985,18.57233238,34.17921329,101988.5313,2.133389473
147.375,38.375,1997,11,295.7760215,0.503016412,17.44266701,34.02443469,101983.7813,1.65091157
195.375,39.375,1997,11,312.5646456,0.236959949,15.95299911,34.18303025,102084.9297,6.83549881
142.125,33.375,1997,11,314.7160246,0.125007167,23.40833282,34.60131061,101943.3594,0.966019988
244.875,25.375,1997,11,396.0883235,0.096826725,22.52099991,34.17910618,101352.8125,5.535850525
142.625,36.625,1997,11,304.9423886,0.368825018,22.09333229,33.82208663,102003.6094,1.575569749
146.375,39.125,1997,11,277.5661248,0.408751309,18.67666626,33.80864519,101963.8906,2.078311443
141.375,33.375,1997,11,320.8142794,0.09314055,24.15399933,34.5644654,101928.4531,1.113497853
244.125,26.375,1997,11,378.9501526,0.129296988,22.24833298,34.09323895,101396.7266,5.72578001
227.375,36.875,1997,11,343.6266529,0.11804834,18.81933212,33.50621575,101382.4219,5.079958916
152.125,35.875,1997,11,299.653993,0.230761603,23.06866646,34.54477721,102066.5234,0.296778738
244.125,26.125,1997,11,380.9576337,0.133028165,22.43099976,34.10988939,101396.8359,5.669783592
202.875,39.625,1997,11,312.687447,0.138229176,17.31833267,33.7929852,101648.8516,8.180896759
204.625,39.625,1997,11,314.5796304,0.140944928,18.10566711,33.78913867,101554.7969,8.097808838
160.125,36.625,1997,11,302.6157279,0.218024552,21.43299866,34.56578761,102148.125,0.706408501
185.625,38.625,1997,11,315.5270156,0.21021007,16.36266708,34.56656647,102400.1953,2.564788342
182.125,38.375,1997,11,311.7285225,0.223936886,17.66333199,34.52069092,102398.4453,1.642822981
151.625,41.875,1997,11,267.3364183,0.712755263,12.5953331,33.45396578,101923.375,3.055399418
153.125,42.875,1997,11,307.0659779,0.374810666,11.78866673,33.24611127,101878.5781,3.840970516
249.875,20.625,1997,11,374.6955647,0.091505699,27.65866661,34.65707999,101141.6563,3.367796421
153.375,35.875,1997,11,300.8399955,0.218156755,22.64999962,34.54209888,102079.1953,0.273948789
143.625,31.125,1997,11,315.7792347,0.122050583,24.36899948,34.83914977,101946.75,1.347105145
174.875,37.875,1997,11,307.9413902,0.220980719,19.11266708,34.43996179,102276.8125,0.430467129
219.125,38.625,1997,11,330.9714006,0.120778285,19.1566658,33.51632702,101133.5703,6.568056583
246.375,24.125,1997,11,384.5945291,0.12938486,25.24399948,34.31031668,101277.6563,4.864677906
205.125,4.375,1997,11,365.9206011,0.156875789,27.17433357,35.06361198,101028.0469,1.837872982
141.125,33.875,1997,11,320.9401096,0.134919152,24.30699921,34.53556681,101931.3438,1.247055292
146.125,35.375,1997,11,301.0050934,0.217763215,23.18299866,34.50179732,102003.4375,0.991701841
236.625,34.625,1997,11,337.8970456,0.49994424,15.35199928,33.30708104,101566.0469,3.270561218
246.375,23.875,1997,11,386.2295427,0.124340013,25.17933273,34.29792631,101277.5469,4.770085335
216.125,34.375,1997,12,324.6649067,0.087837286,19.13871002,34.17594767,102041.4531,2.641797304
152.625,34.625,1997,12,299.8342836,0.269919157,19.78580666,34.78125423,101842.3672,3.198364496
155.125,34.625,1997,12,301.352178,0.182322353,21.14032173,34.72468245,101832.1016,3.706350803
160.125,0.125,1997,12,368.0806202,0.180227607,28.98386955,35.18258202,100948.7422,2.258672476
130.125,15.375,1997,12,336.0547108,0.034234442,29.22903061,34.60037422,101369.0391,6.912259102
129.875,25.125,1997,12,319.0370167,0.089789361,25.2093544,34.75843459,101972.1406,4.792766571
158.875,34.375,1997,12,303.5065928,0.188841015,21.14999962,34.64045882,101823.5781,4.079008102
129.875,16.875,1997,12,333.1083366,0.037229329,28.97999954,34.64328152,101449.2188,7.439157486
226.375,34.375,1997,12,327.9779408,0.089360557,18.66741943,33.65916753,102075.2109,1.040636063
135.375,24.625,1997,12,324.1747446,0.065310031,26.13419342,34.87114948,101850.5078,3.95619297
130.125,20.125,1997,12,331.9003283,0.056402877,27.33419228,34.76630229,101674.0859,7.390021324
135.125,14.125,1997,12,338.4215226,0.036532391,29.34387016,34.63236576,101257.9375,6.622169495
198.875,34.375,1997,12,302.4123834,0.098383456,18.50806427,34.62370515,102126.9922,4.227140427
144.125,0.125,1997,12,379.6535492,0.084888071,30.3645153,34.94441622,100971.3516,1.754793406
143.125,34.625,1997,12,306.3446946,0.213353142,20.57838631,34.72255933,101852.3125,2.31994915
178.625,0.875,1997,12,363.885095,0.190987736,27.38129044,35.42410856,100875.9844,3.416387558
130.125,15.875,1997,12,333.3531484,0.035639673,29.24064445,34.60943663,101392.7969,6.966792107
173.625,34.375,1997,12,300.4254845,0.192170918,19.85516167,34.73643428,101888.8438,4.312120914
207.875,34.375,1997,12,312.0442688,0.101926297,19.43741798,34.49379301,102021.7969,3.870219707
185.125,34.375,1997,12,310.7967114,0.225467071,17.78257942,34.74900961,101985.3047,4.913475037
127.875,25.875,1997,12,313.0661494,0.095877275,25.03064537,34.80721569,102047.7344,4.349065781
230.125,34.375,1997,12,330.8094976,0.1241953,17.75064468,33.43255812,102047.6797,1.900405407
166.625,0.125,1997,12,359.0045051,0.180075854,28.26516151,35.51290768,100922.7422,1.669592857
134.875,19.125,1997,12,336.9815928,0.037519522,28.60709572,34.70778739,101547.4766,6.805851936
207.375,34.125,1997,12,312.0338296,0.089499608,19.63064384,34.59357309,102043.5313,3.803887129
190.125,5.375,1997,12,371.8194498,0.137383446,28.13838577,35.00012851,100883.3047,6.094239235
194.125,34.375,1997,12,301.345773,0.155491486,17.98064423,34.75315976,102109.9453,4.113876343
137.875,28.375,1997,12,319.8952205,0.121282846,23.12483788,34.97197944,101895.3438,3.250111341
153.875,34.625,1997,12,297.7861243,0.257514775,19.93032265,34.76562941,101837.8906,3.454670906
