fCO2,Chl,Temp,Salt,lon,lat
398.29,0.789995015,12.8106451,33.44518232,237.875,35.625
407.0763047,0.753415346,12.99354839,33.47390145,238.125,35.625
354.1616333,0.367518932,19.60258102,34.55290238,139.625,35.125
375.5122692,0.526501238,18.90258026,34.54167524,139.875,35.125
363.46825,0.298557192,20.33419228,34.61707058,139.125,34.875
358.9342619,0.233420581,20.52709579,34.60301417,139.625,34.875
363.8619577,0.334835827,20.33870888,34.59044981,138.625,34.625
363.631,0.269536883,20.97935486,34.61141825,138.875,34.625
374.1395,0.23987788,21.17354774,34.62647542,139.125,34.625
361.0394074,0.215292707,21.44903183,34.6432679,139.625,34.625
353.6753333,0.226841986,21.45645142,34.6508645,139.875,34.625
356.418,0.256305099,21.68774223,34.58561605,138.375,34.375
362.5385,0.268561363,21.61645126,34.605084,138.625,34.375
355.419,0.220162794,22.09709549,34.6707437,139.625,34.375
353.4092034,0.239866778,21.85612869,34.61522329,135.125,33.125
343.935,0.209579766,22.17741966,34.70679539,137.375,33.125
344.204,0.139449701,22.5338707,34.71833974,137.625,33.125
358.0715625,0.151727259,22.88967705,34.77903998,140.125,33.125
354.2584561,0.21209012,22.02387047,34.63010943,135.125,32.875
349.6036667,0.239118323,21.85128975,34.73804837,137.375,32.875
345.6535,0.199910104,22.25387001,34.75057,137.625,32.875
356.1305106,0.148554534,22.90935516,34.79552305,140.125,32.875
354.9177115,0.190119058,22.34225845,34.64499557,135.125,32.625
356.9967956,0.188525692,22.27451515,34.66478312,135.375,32.625
362.3306667,0.217116162,22.15580559,34.68457067,135.625,32.625
349.2573333,0.160922438,22.04903221,34.78280026,137.625,32.625
356.945,0.160553813,22.90580559,34.81200612,140.125,32.625
358.6992667,0.160065264,22.79516029,34.81339967,140.375,32.625
362.3210526,0.174743235,22.58032227,34.71663439,135.625,32.375
348.37175,0.193202153,22.08322525,34.80547982,137.625,32.375
356.2786667,0.161141291,22.90580559,34.8270309,140.125,32.375
356.5392609,0.169143364,22.79129028,34.82862782,140.375,32.375
363.1657143,0.1770643,23.02290344,34.75173748,135.625,32.125
363.4805385,0.177135378,22.86161232,34.76785052,135.875,32.125
350.6966667,0.20159705,22.45096779,34.8186087,137.625,32.125
355.3523333,0.14949432,22.93128967,34.84059739,140.125,32.125
357.3502766,0.166677341,22.81774139,34.84203124,140.375,32.125
359.0745,0.144226834,23.1687088,34.79814756,135.875,31.875
349.8243333,0.175352529,22.95516014,34.83173758,137.625,31.875
352.093,0.185282171,22.97806358,34.83768147,137.875,31.875
355.803,0.166609749,22.95516014,34.85416389,140.125,31.875
357.2792609,0.164751381,22.85741806,34.85543466,140.375,31.875
358.959,0.161427766,22.73064423,34.85670543,140.625,31.875
349.6608,0.158210337,23.30935478,34.84759289,137.875,31.625
350.0115,0.170155644,23.25064468,34.84914464,138.125,31.625
357.642,0.159329191,22.93774223,34.86773038,140.125,31.625
359.3964792,0.150728822,22.7838707,34.86994576,140.625,31.625
358.6545455,0.140397489,23.26322556,34.85100675,136.125,31.375
349.7948,0.163885668,23.34290314,34.86022097,138.125,31.375
356.356,0.151295707,22.8599987,34.87887579,140.125,31.375
359.150449,0.156383485,22.81225777,34.88080817,140.625,31.375
358.9510714,0.145129293,23.26612854,34.86098742,136.125,31.125
360.1028571,0.151361614,23.31258011,34.86522222,136.375,31.125
349.7944,0.162657544,23.37483788,34.87482244,137.625,31.125
351.650125,0.174042374,23.33290291,34.87442774,137.875,31.125
349.8773125,0.159847841,23.26741982,34.87389678,138.125,31.125
354.836,0.161146253,22.79129028,34.88760012,140.125,31.125
358.294,0.153002307,22.82548332,34.88929266,140.625,31.125
358.1408039,0.14689602,23.29354858,34.877527,136.375,30.875
348.327,0.151153341,23.29096794,34.8904168,137.625,30.875
349.3412,0.153882354,23.20645142,34.88757259,138.125,30.875
348.3734,0.153757185,23.09451485,34.88609308,138.375,30.875
354.663,0.172214702,22.75612831,34.89632446,140.125,30.875
357.5614,0.171143934,22.82645035,34.89777714,140.625,30.875
357.3098571,0.179880515,22.8245163,34.89850348,140.875,30.875
360.0473333,0.161677867,23.31838608,34.88983178,136.375,30.625
362.0612609,0.166686282,23.32386971,34.89871478,136.625,30.625
351.0672,0.15953815,23.29516029,34.90601116,137.625,30.625
354.6536667,0.170713082,22.79677391,34.90504879,140.125,30.625
357.4188913,0.166496009,22.81290245,34.90686804,140.875,30.625
362.3230392,0.164716259,23.31903267,34.91402102,136.625,30.375
352.6014,0.151165366,23.30838585,34.92440993,137.375,30.375
355.1753333,0.178886801,22.8848381,34.9143585,140.125,30.375
357.4406957,0.15408501,22.8064518,34.90970862,140.875,30.375
363.1984839,0.141294256,23.32903099,34.9300046,136.625,30.125
358.3723333,0.148876563,23.31193542,34.93782949,136.875,30.125
353.20575,0.147481158,23.29516029,34.93978232,137.375,30.125
356.0073333,0.173176974,22.99258041,34.92425358,140.125,30.125
358.7443333,0.15671742,22.80709648,34.90702522,140.875,30.125
360.4317647,0.144611701,23.35257912,34.95233297,136.875,29.875
351.841,0.151760042,23.31290245,34.95515472,137.375,29.875
357.2266667,0.153832644,23.10806465,34.93414867,140.125,29.875
357.999,0.151245132,23.04322433,34.92421305,140.375,29.875
363.6272571,0.122833639,23.39193535,34.96683645,136.875,29.625
364.3672667,0.138334736,23.34709549,34.96968824,137.125,29.625
353.3693333,0.144111902,23.28870964,34.97052711,137.375,29.625
359.567,0.130869687,23.09032249,34.92991531,140.375,29.625
356.5171724,0.161206141,22.6461277,34.89130133,141.125,29.625
361.7359412,0.12010105,23.34838676,34.97959507,137.125,29.375
351.996,0.130754828,23.22838593,34.97996008,137.375,29.375
354.114,0.130052418,23.1890316,34.9803251,137.625,29.375
358.2473333,0.126403317,23.04612923,34.9277969,140.375,29.375
356.8378298,0.174361944,22.61903191,34.88429451,141.125,29.375
363.1960541,0.099801511,23.3803215,34.98510897,137.125,29.125
363.7778667,0.107250452,23.21967697,34.98345363,137.375,29.125
354.0664,0.125113666,23.12193489,34.98179829,137.625,29.125
358.5466667,0.135929763,23.06386948,34.91785783,140.375,29.125
357.7559167,0.166191235,22.71032143,34.87550926,141.125,29.125
354.7508571,0.133956015,23.05387115,34.83651137,142.875,29.125
364.8944038,0.092764996,23.28741837,34.98694718,137.375,28.875
353.4211429,0.114299841,23.12741852,34.98327148,137.625,28.875
353.144,0.136054337,23.02161217,34.97959578,137.875,28.875
352.0404,0.140970454,22.95967674,34.97539723,138.125,28.875
353.6186667,0.146909952,22.93290329,34.97067583,138.375,28.875
353.7893333,0.137475312,23.15548325,34.90791875,140.375,28.875
358.0438667,0.154482976,22.96935463,34.86672401,141.125,28.875
356.3557105,0.152508795,22.89129066,34.86378098,141.375,28.875
352.807,0.140800908,22.96580505,34.86083794,141.625,28.875
354.05525,0.136538014,23.10645103,34.8578949,141.875,28.875
360.7526667,0.130059719,23.28322601,34.85265708,142.125,28.875
361.0423333,0.114130378,23.43870926,34.84512448,142.375,28.875
359.3336667,0.123743214,23.4909668,34.83759189,142.625,28.875
356.8853333,0.105885409,23.51677322,34.83005929,142.875,28.875
358.8780714,0.098022021,23.4954834,34.82580483,143.125,28.875
365.7810244,0.094572134,23.42258072,34.99044073,137.375,28.625
367.4429,0.104183845,23.20451546,34.98474467,137.625,28.625
353.813,0.153341308,22.88290215,34.96901906,138.375,28.625
352.4802,0.145921156,22.85515976,34.96423137,138.625,28.625
353.295,0.158232957,22.90032196,34.95944369,138.875,28.625
353.5016667,0.139842182,22.94645119,34.95262015,139.125,28.625
352.573,0.14199914,23.0203228,34.94376075,139.375,28.625
353.2435,0.137581825,23.11354828,34.93490136,139.625,28.625
352.3533333,0.128605202,23.21806335,34.92604196,139.875,28.625
357.38108,0.136223957,23.30580521,34.91373473,140.125,28.625
355.9608305,0.124522582,23.29612923,34.89797968,140.375,28.625
363.5166667,0.128262639,23.30580521,34.88222462,140.625,28.625
362.9343333,0.14908962,23.31903267,34.86646956,140.875,28.625
355.7739783,0.160348728,23.25290298,34.85663223,141.375,28.625
361.3593333,0.102441967,23.79096794,34.81907213,143.125,28.625
365.49056,0.109990515,23.34161186,34.97864336,137.625,28.375
358.177375,0.114776261,23.40258026,34.89981282,140.125,28.375
362.0454468,0.136182621,23.53483772,34.84988481,141.375,28.375
361.99875,0.100694351,23.94096756,34.81946272,143.125,28.375
358.8056667,0.109133139,23.4864521,34.88204229,140.125,28.125
362.993625,0.109109402,23.68193436,34.8435387,141.375,28.125
359.9711333,0.093451381,24.00806427,34.82906151,142.875,28.125
361.045,0.098532818,24.01225853,34.8269766,143.125,28.125
366.9013333,0.131202415,23.47870827,34.9447971,137.875,27.875
358.2288333,0.11113026,23.50128937,34.86427176,140.125,27.875
364.378,0.118882261,23.7116127,34.8371926,141.375,27.875
363.7535,0.135508433,23.81161308,34.84003204,141.625,27.875
359.42475,0.098162621,24.00838661,34.8348484,142.875,27.875
361.29344,0.133014023,23.61870956,34.93120593,137.875,27.625
357.1523333,0.10909538,23.40322495,34.85662115,139.875,27.625
362.9412245,0.110437714,23.85967636,34.83501703,141.625,27.625
358.95575,0.114738964,23.99290276,34.8406353,142.875,27.625
361.5905192,0.112575807,23.54161263,34.91353667,138.125,27.375
354.4176667,0.105576814,23.37838745,34.84877634,139.875,27.375
363.5055,0.089670703,24.0158062,34.83962208,141.625,27.375
355.6806667,0.109046035,24.00677299,34.85363084,142.875,27.375
364.9158654,0.106434196,23.66032219,34.90388286,138.125,27.125
354.6406667,0.122366451,23.41032219,34.85162115,139.875,27.125
362.7755778,0.082401142,24.10838699,34.85384721,141.625,27.125
363.3036,0.088900261,24.20290184,34.8605476,141.875,27.125
355.3278,0.089351833,24.02322578,34.87383503,142.875,27.125
356.30625,0.085745431,24.02387047,34.87669915,143.125,27.125
366.6954286,0.112622641,23.81258011,34.89422905,138.125,26.875
366.8579574,0.113440886,23.71322441,34.89184701,138.375,26.875
352.92575,0.114579186,23.48322487,34.85446596,139.875,26.875
353.799,0.11925336,23.5225811,34.84975624,140.125,26.875
364.9384,0.091492176,24.26838684,34.8760156,141.875,26.875
354.6916,0.082634062,24.03741837,34.89403921,142.875,26.875
369.2622424,0.113746062,23.79774094,34.88353074,138.375,26.625
354.102,0.113208659,23.60451508,34.85731077,139.875,26.625
366.9883061,0.097445659,24.34741783,34.8914836,141.875,26.625
356.797,0.078615628,24.12354851,34.9142434,142.875,26.625
368.6676,0.117891796,23.93580627,34.88348246,138.375,26.375
368.7973778,0.117164031,23.86580658,34.88393545,138.625,26.375
358.5416667,0.096713454,23.83354759,34.86607522,139.875,26.375
365.6622,0.088710405,24.38161278,34.90833259,141.875,26.375
361.3676667,0.074713074,24.31935501,34.9350605,142.875,26.375
369.4036909,0.114971533,23.99903107,34.89381266,138.625,26.125
361.1037,0.092461742,24.14548302,34.8807593,139.875,26.125
363.6386667,0.091043435,24.44290352,34.886522,140.625,26.125
368.475,0.083919056,24.48354721,34.88975388,140.875,26.125
366.996,0.077831492,24.47935486,34.89639735,141.125,26.125
363.122,0.073773794,24.6461277,34.95649052,142.875,26.125
364.954,0.071144119,24.78032112,34.96028012,143.125,26.125
369.4856154,0.119848728,24.18870926,34.90368986,138.625,25.875
369.9457805,0.109378055,24.20677376,34.90745783,138.875,25.875
360.3339091,0.084918603,24.54677391,34.89544338,139.875,25.875
358.48875,0.087341525,24.6303215,34.89540344,140.125,25.875
357.1263333,0.081193805,24.72161293,34.89929456,140.375,25.875
370.458,0.076357633,24.75870895,34.91413236,141.125,25.875
375.592,0.07243406,24.66096687,34.92435241,141.375,25.875
366.21,0.074871935,24.57064438,34.93457246,141.625,25.875
362.47275,0.07207875,24.57128906,34.94479251,141.875,25.875
366.6640541,0.074140586,24.63387108,34.95390511,142.125,25.875
365.442,0.071268886,24.73096657,34.96191025,142.375,25.875
364.3636667,0.068577379,24.86709595,34.96991539,142.625,25.875
362.76625,0.06033314,25.05129051,34.97792053,142.875,25.875
363.425,0.057268236,25.22645187,34.98162538,143.125,25.875
367.3897736,0.091920659,24.48161125,34.91899252,138.875,25.625
366.9364375,0.061432168,24.94741821,34.97266293,142.125,25.625
366.0247083,0.081911631,24.69903183,34.9280405,138.875,25.375
365.6001333,0.071632303,24.85064507,34.92998469,139.125,25.375
366.7538889,0.062269744,25.33161163,34.98288047,142.125,25.375
367.6764,0.061068676,25.4458065,34.99068415,142.375,25.375
366.6870755,0.072758749,25.05064392,34.93715656,139.125,25.125
367.6270625,0.057233941,25.68967628,34.9892863,142.375,25.125
366.4796667,0.076179817,25.31064415,34.94432843,139.125,24.875
366.397,0.077267259,25.52193451,34.9434942,139.375,24.875
368.8420638,0.055959929,25.82354736,34.98788846,142.375,24.875
370.5638125,0.054513223,25.86677361,34.98649061,142.375,24.625
371.124,0.052032314,25.96129036,34.98506892,142.625,24.625
381.0144375,0.062507577,26.19709587,34.94984752,139.375,24.375
381.407125,0.059697211,26.33516121,34.95016402,139.625,24.375
372.234,0.051888611,26.04516029,34.97511178,142.625,24.375
381.0958214,0.061959568,26.58386993,34.93851525,139.625,24.125
375.7751915,0.050714802,26.17677307,34.95967048,142.625,24.125
383.363913,0.060103681,26.71193504,34.92686647,139.625,23.875
386.5752222,0.058720466,26.6958065,34.92664462,139.875,23.875
377.7667805,0.052217029,26.39999962,34.94422919,142.625,23.875
377.1741667,0.04796334,26.57580566,34.94385976,142.875,23.875
383.6078491,0.057085048,26.76000023,34.91472667,139.875,23.625
376.7179565,0.048231397,26.94967651,34.92945439,142.875,23.625
376.1142264,0.058399204,26.89322472,34.89887446,139.875,23.375
372.4671915,0.048170406,27.33516121,34.91342568,142.875,23.375
378.93,0.057329629,27.11257935,34.87908798,139.875,23.125
373.7631176,0.053714387,27.05709648,34.87960094,140.125,23.125
376.3676042,0.046491046,27.6325798,34.89577365,142.875,23.125
371.4420182,0.053074475,27.30032158,34.85961825,140.125,22.875
378.45525,0.043456916,27.83032227,34.87812161,142.875,22.875
378.3814091,0.042022727,27.99193573,34.88243282,143.125,22.875
371.458,0.050677113,27.55677414,34.83963555,140.125,22.625
373.3133654,0.048762653,27.41451645,34.83846194,140.375,22.625
378.92905,0.044267047,28.17064476,34.86591685,143.125,22.625
375.183451,0.046056408,27.65645027,34.82389081,140.375,22.375
376.6013333,0.046829883,27.8554821,34.81570661,140.375,22.125
376.643175,0.043231737,27.8041935,34.81516039,140.625,22.125
380.9781304,0.042704232,28.58741951,34.85708618,143.375,22.125
376.1059057,0.042604458,27.98322487,34.80771959,140.625,21.875
381.0278776,0.047816459,28.69096756,34.85204983,143.375,21.875
370.9511463,0.041879494,28.42225647,35.04543173,153.625,21.875
371.6516667,0.043451048,28.43354797,35.04628932,153.875,21.875
371.23726,0.046079639,28.39741898,35.05000108,154.125,21.875
372.4998,0.04623777,28.30483818,35.05656701,154.375,21.875
373.1431569,0.04978634,28.21709633,35.06313294,154.625,21.875
371.7899808,0.052460231,28.15580559,35.06969887,154.875,21.875
371.4581765,0.052769292,28.11967659,35.07872784,155.125,21.875
370.8787059,0.056426011,28.0941925,35.09021986,155.375,21.875
370.5156471,0.056406222,28.06516075,35.10171187,155.625,21.875
370.4444314,0.058911532,28.02064514,35.11320388,155.875,21.875
370.1065588,0.061877396,27.9932251,35.12124908,156.125,21.875
378.3736774,0.044611055,28.12225723,34.80027878,140.625,21.625
379.0533182,0.040700659,28.13806343,34.80121934,140.875,21.625
383.9322041,0.051936835,28.78774071,34.84701347,143.375,21.625
369.7906316,0.05750512,28.0948391,35.11114562,156.125,21.625
370.2124286,0.053556763,28.09612846,35.11486995,156.375,21.625
371.5500455,0.050430018,28.1325798,35.12231863,156.875,21.625
373.5084906,0.051424608,28.15386963,35.12880921,157.125,21.625
377.35,0.055415213,28.1687088,35.13806605,157.375,21.625
382.6266923,0.051712066,28.83451462,34.8452583,143.375,21.375
382.6173714,0.053241737,28.81741905,34.85461324,143.625,21.375
377.0187727,0.063783705,28.25096703,35.12529987,157.375,21.375
376.6152,0.063795716,28.24161148,35.13374335,157.625,21.375
377.2033396,0.063479267,28.23806381,35.14218682,157.875,21.375
376.3438491,0.062250748,28.24612808,35.14863861,158.125,21.375
376.7920577,0.061063752,28.25322533,35.1530987,158.375,21.375
378.9523704,0.052820895,28.25387001,35.1575588,158.625,21.375
409.7880405,0.086899594,26.17354774,34.94018704,202.125,21.375
381.6938333,0.040800199,28.40709686,34.79663372,141.125,21.125
385.7362449,0.056939688,28.84096718,34.85626203,143.625,21.125
378.9099615,0.045029622,28.27354813,35.13927758,158.625,21.125
379.7472885,0.046068057,28.2816124,35.14250696,158.875,21.125
379.5856792,0.040582344,28.27193451,35.1465705,159.125,21.125
377.6117115,0.038238075,28.24903107,35.15146822,159.375,21.125
377.88222,0.036800746,28.20516014,35.15636593,159.625,21.125
376.9405,0.04189188,28.13322449,35.16126364,159.875,21.125
383.2798431,0.039944544,28.50451469,34.79467869,141.125,20.875
387.5136458,0.060634568,28.87709618,34.85791081,143.625,20.875
374.235875,0.042063948,28.09451485,35.13808626,160.375,20.875
373.5189216,0.041069068,28.07096672,35.13522965,160.625,20.875
373.7133333,0.04209955,28.07548332,35.13237303,160.875,20.875
374.0847,0.040999979,28.08870888,35.12891495,161.125,20.875
386.2824681,0.046614502,28.63612747,34.79272366,141.125,20.625
386.9095,0.05973646,28.90999985,34.8595596,143.625,20.625
389.7403488,0.057844788,28.9051609,34.8692829,143.875,20.625
373.3579231,0.040460739,28.13774109,35.10900629,161.125,20.625
377.1655294,0.040465534,28.13612747,35.10567391,161.375,20.625
378.2090962,0.039866202,28.10935402,35.10234153,161.625,20.625
378.1935,0.040286887,28.08096695,35.09900916,161.875,20.625
377.924549,0.042264044,28.05516052,35.09775501,162.125,20.625
377.564,0.046900835,28.02128983,35.09857911,162.375,20.625
386.6827917,0.042870421,28.8019352,34.79695624,141.375,20.375
388.2867755,0.047202688,28.9119339,34.86881804,143.875,20.375
376.73878,0.0421483,28.01483727,35.08433169,162.375,20.375
376.9464231,0.042593993,27.98354721,35.08351165,162.625,20.375
376.9081538,0.044698719,27.95838737,35.08269161,162.875,20.375
377.38252,0.046911292,27.93967628,35.08243817,163.125,20.375
378.7536154,0.042607304,27.92000008,35.08275133,163.375,20.375
388.0300816,0.039671071,28.8758049,34.79809147,141.375,20.125
387.9540638,0.041911207,28.88096619,34.86611676,143.875,20.125
388.738,0.041750249,28.87193489,34.87467331,144.125,20.125
380.59275,0.038595915,27.92967606,35.06731743,163.875,20.125
382.6625,0.032776084,27.9751606,35.06711423,164.125,20.125
383.3044694,0.030796934,28.03548241,35.06747735,164.375,20.125
382.6828649,0.030463364,28.08774185,35.06784046,164.625,20.125
389.0601111,0.039358523,28.89774132,34.7992267,141.375,19.875
388.9717561,0.03832553,28.9187088,34.8045612,141.625,19.875
388.9522245,0.04107894,28.86193466,34.87140089,144.125,19.875
380.2525833,0.03012095,28.09774208,35.05391514,164.625,19.875
379.9872174,0.029942559,28.09032249,35.05534875,164.875,19.875
379.4978367,0.031974655,28.04645157,35.05846167,165.125,19.875
379.8298776,0.032405507,28.00354767,35.06325388,165.375,19.875
380.7125306,0.032739431,27.95806313,35.06804609,165.625,19.875
380.2580357,0.031783007,27.90677261,35.07283831,165.875,19.875
389.7222,0.043169044,28.92354774,34.80597323,141.625,19.625
385.1296,0.040219445,28.88096619,34.86812848,144.125,19.625
381.7681739,0.030879499,27.90612793,35.0559392,165.875,19.625
381.7528,0.032145541,27.84870911,35.05732411,166.125,19.625
380.7852857,0.033452492,27.80967712,35.05661017,166.375,19.625
380.3708,0.033396993,27.77645111,35.05589622,166.625,19.625
380.5522051,0.031612944,27.75741959,35.05518228,166.875,19.625
388.2799091,0.043446176,28.9209671,34.80523056,141.625,19.375
388.34125,0.044483211,28.92483711,34.81080228,141.875,19.375
384.3983095,0.038711846,28.934515,34.86631608,144.125,19.375
382.0974286,0.040340193,28.94387054,34.87582278,144.375,19.375
380.8524667,0.031284079,27.7341938,35.03380233,167.375,19.375
380.85844,0.030780846,27.720644,35.03071612,167.625,19.375
380.1192308,0.031145701,27.69677353,35.02762991,167.875,19.375
380.4175882,0.031811066,27.6732254,35.02534252,168.125,19.375
380.6145556,0.033547174,27.65483856,35.02385396,168.375,19.375
389.9408293,0.042198423,28.90999985,34.80754894,141.875,19.125
381.7301429,0.040083818,28.99483871,34.87581086,144.375,19.125
380.2056452,0.033735573,27.66322517,35.00843149,168.375,19.125
377.3253922,0.03310905,27.63354683,35.00727886,168.625,19.125
377.4260196,0.033625588,27.57999992,35.00612622,168.875,19.125
377.4266731,0.032743465,27.50580597,35.00206918,169.125,19.125
376.6732453,0.033723619,27.4390316,34.99510771,169.375,19.125
376.415,0.035060532,27.39128876,34.98814625,169.625,19.125
392.3669667,0.038006555,28.90128899,34.8042956,141.875,18.875
390.5892632,0.041032948,28.93419266,34.81124294,142.125,18.875
381.9264,0.040072225,29.03225708,34.87579894,144.375,18.875
376.6452941,0.034932319,27.33774185,34.97343546,169.625,18.875
376.9553846,0.036772534,27.29741859,34.96642274,169.875,18.875
378.3301429,0.037793126,27.29290199,34.965527,170.125,18.875
378.0464762,0.037175629,27.29741859,34.97074825,170.375,18.875
382.353375,0.037646733,27.28999901,34.98119074,170.875,18.875
382.2756923,0.036755323,27.28903198,34.98976928,171.125,18.875
381.6911765,0.035191651,27.30451584,35.00170511,171.375,18.875
381.9308235,0.033581086,27.33645058,35.01364094,171.625,18.875
380.1747451,0.030851478,27.37032127,35.02557677,171.875,18.875
379.2366383,0.032479171,27.3848381,35.03300089,172.125,18.875
379.4615625,0.034242291,27.37935448,35.03591329,172.375,18.875
380.13678,0.033353943,27.35483742,35.03882569,172.625,18.875
380.2090204,0.032013603,27.34000015,35.04173809,172.875,18.875
381.9204898,0.032332376,27.33386993,35.04586887,173.125,18.875
380.9326735,0.029597923,27.33612823,35.05121803,173.375,18.875
381.7572083,0.029515501,27.33225822,35.05656719,173.625,18.875
383.0507755,0.029460728,27.32903099,35.06191635,173.875,18.875
382.4291111,0.029002119,27.34096718,35.06572455,174.125,18.875
388.3131724,0.030895429,27.38612938,35.07025903,174.625,18.875
387.87,0.030810598,27.36774063,35.07252628,174.875,18.875
382.2332041,0.030850379,27.31193542,35.07217789,175.125,18.875
380.5832653,0.033882342,27.23096657,35.06921387,175.375,18.875
379.2985918,0.034640308,27.1574192,35.06624985,175.625,18.875
379.2843043,0.032950293,27.14548302,35.06328583,175.875,18.875
380.8400217,0.031977132,27.19161224,35.05791783,176.125,18.875
383.9656122,0.030990016,27.26064491,35.05014586,176.375,18.875
385.8462653,0.030998854,27.33064461,35.0423739,176.625,18.875
386.4461837,0.031858593,27.38354874,35.03460193,176.875,18.875
384.6481042,0.031015741,27.41096687,35.0269025,177.125,18.875
387.5592041,0.033167839,27.42161179,35.01927561,177.375,18.875
388.1690417,0.035185352,27.41677284,35.01164871,177.625,18.875
388.6174545,0.034589685,27.4029026,35.00402182,177.875,18.875
387.3050882,0.038238525,27.41032219,34.99096906,178.375,18.875
387.1096667,0.035201129,27.40677261,34.98480952,178.625,18.875
386.92502,0.034666292,27.39451599,34.97864997,178.875,18.875
387.3623469,0.033339716,27.36709595,34.97420871,179.125,18.875
387.2156531,0.033924431,27.34612846,34.97148573,179.375,18.875
386.6081915,0.033265069,27.32935333,34.96876276,179.625,18.875
386.31198,0.032653153,27.31064415,34.96603978,179.875,18.875
385.26472,0.034597773,27.29483795,34.96709269,180.125,18.875
387.1849796,0.03465721,27.27709579,34.9719215,180.375,18.875
385.8322941,0.034606587,27.25419235,34.97675031,180.625,18.875
388.1855294,0.03472336,27.23290253,34.98157912,180.875,18.875
386.77828,0.035272162,27.21322441,34.98632711,181.125,18.875
387.8696429,0.033908181,27.19741821,34.99099427,181.375,18.875
388.8476667,0.035275619,27.20419312,35.0003286,181.875,18.875
390.62406,0.035295982,27.21257973,35.0039528,182.125,18.875
